commit_date,gc_orgID,harmonized_name,nom_harmonisé,legal_title,appellation_légale,preferred_name,nom_préféré,lead_department,ministère_responsable,abbreviation,abreviation,FAA_LGFP,status_statut,French Name,Original English Name,Names Match
2025-11-17T22:23:04Z,2259,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Financial Consumer Agency of Canada,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,Department of Finance Canada,Department of Finance Canada,Ministère des Finances Canada,FCAC,ACFC,1.1,a,Agence de la consommation en matière financière du Canada
2025-11-17T22:23:04Z,2258,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Federal Economic Development Agency for Southern Ontario,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario,Minister of Artificial Intelligence and Digital Innovation and Minister responsible for the Federal Economic Development Agency for Southern Ontario,,Ministre de l'Intelligence artificielle et de l'Innovation numérique et ministre responsable de l'Agence fédérale de développement économique pour le Sud de l'Ontario,FedDev Ontario,FedDev Ontario,1.1,a,Agence fédérale de développement économique pour le Sud de l'Ontario
2025-11-17T22:23:04Z,2257,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,Economic Development Agency of Canada for the Regions of Quebec,Economic Development Agency of Canada for the Regions of Quebec,Agence de développement économique du Canada pour les régions du Québec,Canada Economic Development for Quebec Regions,Développement économique Canada pour les régions du Québec,Minister of Industry and Minister responsible for Canada Economic Development for Quebec Regions,,Ministre de l'Industrie et ministre responsable de Développement économique Canada pour les régions du Québec,CED,DEC,1.1,a,Agence de développement économique du Canada pour les régions du Québec
2025-11-17T22:23:04Z,2255,Correctional Service Canada,Service correctionnel Canada,Correctional Service of Canada,Correctional Service of Canada,Service correctionnel du Canada,Correctional Service Canada,Service correctionnel Canada,Public Safety Canada,Public Safety Canada,Sécurité publique Canada,CSC,SCC,1.1,a,Service correctionnel du Canada
2025-11-17T22:23:04Z,2245,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,Impact Assessment Agency of Canada,Impact Assessment Agency of Canada,Agence canadienne d'évaluation d'impact,Impact Assessment Agency of Canada,Agence d'évaluation d'impact du Canada,Environment and Climate Change Canada,Environment and Climate Change Canada,Environnement et Changement climatique Canada,IAAC,AEIC,1.1,a,Agence canadienne d'évaluation d'impact
2025-11-17T22:23:04Z,2254,Copyright Board Canada,Commission du droit d'auteur Canada,Copyright Board,Copyright Board,Commission du droit d'auteur,Copyright Board Canada,Commission du droit d'auteur Canada,"Innovation, Science and Economic Development Canada","Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",CB,CDA,1.1,a,Commission du droit d'auteur
2025-11-17T22:23:04Z,2253,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,Communications Security Establishment,Communications Security Establishment,Centre de la sécurité des télécommunications,Communications Security Establishment Canada,Centre de la sécurité des télécommunications Canada,National Defence,National Defence,Défense nationale,CSE,CST,1.1,a,Centre de la sécurité des télécommunications
2025-11-17T22:23:04Z,2252,Canadian Transportation Agency,Office des transports du Canada,Canadian Transportation Agency,Canadian Transportation Agency,Office des transports du Canada,Canadian Transportation Agency,Office des transports du Canada,Transport Canada,Transport Canada,Transports Canada,CTA,OTC,1.1,a,Office des transports du Canada
2025-11-17T22:23:04Z,2251,Canadian Space Agency,Agence spatiale canadienne,Canadian Space Agency,Canadian Space Agency,Agence spatiale canadienne,Canadian Space Agency,Agence spatiale canadienne,"Innovation, Science and Economic Development Canada","Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",CSA,ASC,1.1,a,Agence spatiale canadienne
2025-11-17T22:23:04Z,2250,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Canadian Security Intelligence Service,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Canadian Security Intelligence Service,Service canadien du renseignement de sécurité,Public Safety Canada,Public Safety Canada,Sécurité publique Canada,CSIS,SCRS,1.1,a,Service canadien du renseignement de sécurité
2025-11-17T22:23:04Z,2249,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Canadian Northern Economic Development Agency,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,Minister of Northern and Arctic Affairs and Minister responsible for the Canadian Northern Economic Development Agency,,Ministre des Affaires du Nord et de l'Arctique et ministre responsable de l'Agence canadienne de développement économique du Nord,CanNor,CanNor,1.1,a,Agence canadienne de développement économique du Nord
2025-11-17T22:23:04Z,2248,Canadian Intergovernmental Conference Secretariat,Secrétariat des conférences intergouvernementales canadiennes,Canadian Intergovernmental Conference Secretariat,Canadian Intergovernmental Conference Secretariat,Secrétariat des conférences intergouvernementales canadiennes,,,Privy Council Office,Privy Council Office,Bureau du Conseil privé,CICS,SCIC,1.1,a,Secrétariat des conférences intergouvernementales canadiennes
2025-11-17T22:23:04Z,2247,Canadian Human Rights Commission,Commission canadienne des droits de la personne,Canadian Human Rights Commission,Canadian Human Rights Commission,Commission canadienne des droits de la personne,,,Department of Justice Canada,Department of Justice Canada,Ministère de la Justice Canada,CHRC,CCDP,1.1,a,Commission canadienne des droits de la personne
2025-11-17T22:23:04Z,2246,Canadian Grain Commission,Commission canadienne des grains,Canadian Grain Commission,Canadian Grain Commission,Commission canadienne des grains,,,Agriculture and Agri-Food Canada,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada,CGC,CCG,1.1,a,Commission canadienne des grains
2025-11-17T22:23:04Z,2316,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,Social Sciences and Humanities Research Council,Social Sciences and Humanities Research Council,Conseil de recherches en sciences humaines,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada,"Innovation, Science and Economic Development Canada","Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada",SSHRC,CRSH,2,a,Conseil de recherches en sciences humaines
2025-11-17T22:23:04Z,﻿gc_orgID,harmonized_name,nom_harmonisé,legal_title,legal_title,appellation_légale,preferred_name,nom_préféré,lead_department,lead_department,ministère_responsable,abbreviation,abreviation,FAA_LGFP,status_statut,French Name
2025-11-17T22:23:04Z,2318,Polar Knowledge Canada,Savoir polaire Canada,Canadian High Arctic Research Station,Canadian High Arctic Research Station,Station canadienne de recherche dans l'Extrême-Arctique,Polar Knowledge Canada,Savoir polaire Canada,Crown-Indigenous Relations and Northern Affairs Canada,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada,POLAR,POLAIRE,2,a,Station canadienne de recherche dans l'Extrême-Arctique
2025-11-17T22:23:04Z,3471,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,Internal Trade Secretariat Corporation,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,,,,,,,,,a,
2025-11-17T22:23:04Z,3468,Halifax Port Authority,Administration portuaire d'Halifax,Halifax Port Authority,Halifax Port Authority,Administration portuaire d'Halifax,,,,,,,,,a,
2025-11-17T22:23:04Z,3467,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,Halifax International Airport Authority,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,,,,,,,,,a,
2025-11-17T22:23:04Z,3466,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,Greater Toronto Airports Authority,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,,,,,,,,,a,
2025-11-17T22:23:04Z,3465,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3464,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,Greater London International Airport Authority,,,,,,,,,a,
2025-11-17T22:23:04Z,3463,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3462,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3461,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,,,,,,,,,a,
2025-11-17T22:23:04Z,3459,Coaching Association of Canada,Association canadienne des entraîneurs,Coaching Association of Canada,Coaching Association of Canada,Association canadienne des entraîneurs,,,,,,,,,a,
2025-11-17T22:23:04Z,3458,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3457,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,Canadian Sport Institute Ontario,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,,,,,,,,,a,
2025-11-17T22:23:04Z,3456,Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP),Canadian Patient Safety Institute (CPSI),Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP),,,,,,,,,d,
2025-11-17T22:23:04Z,3455,Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),Canadian Partnership Against Cancer Corporation (CPAC),Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),,,,,,,,,a,
2025-11-17T22:23:04Z,3454,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,Canadian Livestock Records Corporation,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,,,,,,,,,a,
2025-11-17T22:23:04Z,3453,Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),Canadian Institute for Health Information (CIHI),Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),,,,,,,,,a,
2025-11-17T22:23:04Z,3452,Canadian Energy Research Institute,Canadian Energy Research Institute,Canadian Energy Research Institute,Canadian Energy Research Institute,Canadian Energy Research Institute,,,,,,,,,d,
2025-11-17T22:23:04Z,3451,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,Canadian Centre on Substance Use and Addictions,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,,,,,,,,,a,
2025-11-17T22:23:04Z,3450,Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),Canadian Agency for Drugs and Technologies in Health (CADTH),Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),,,,,,,,,a,
2025-11-17T22:23:04Z,3449,Canada-Nova Scotia Offshore Energy Regulator,Régie Canada-Nouvelle-Écosse de l'énergie extracôtière,Canada-Nova Scotia Offshore Energy Regulator,Canada-Nova Scotia Offshore Energy Regulator,Régie Canada-Nouvelle-Écosse de l'énergie extracôtière,,,,,,,,,a,
2025-11-17T22:23:04Z,3448,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,Canada-Newfoundland and Labrador Offshore Petroleum Board,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,,,,,,,,,a,
2025-11-17T22:23:04Z,3447,Canada Media Fund,Fonds des médias du Canada,Canada Media Fund,Canada Media Fund,Fonds des médias du Canada,,,,,,,,,a,
2025-11-17T22:23:04Z,3470,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,Institut national du sport du Québec,,,,,,,,,a,
2025-11-17T22:23:04Z,3472,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,International Fisheries Commissions Pension Society,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,,,,,,,,,a,
2025-11-17T22:23:04Z,3445,Canada Games Council,Conseil des Jeux du Canada,Canada Games Council,Canada Games Council,Conseil des Jeux du Canada,,,,,,,,,a,
2025-11-17T22:23:04Z,3473,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,Lake of the Woods Control Board,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,,,,,,,,,a,
2025-11-17T22:23:04Z,2319,Accessibility Standards Canada,Normes d'accessibilité Canada,Canadian Accessibility Standards Development Organization,Canadian Accessibility Standards Development Organization,Organisation canadienne d'élaboration de normes d'accessibilité,Accessibility Standards Canada,Normes d'accessibilité Canada,,,,ASC,NAC,2,a,Organisation canadienne d'élaboration de normes d'accessibilité
2025-11-17T22:23:04Z,3494,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,Saint John Airport Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3493,Saguenay Port Authority,Administration portuaire du Saguenay,Saguenay Port Authority,Saguenay Port Authority,Administration portuaire du Saguenay,,,,,,,,,a,
2025-11-17T22:23:04Z,3492,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,Roosevelt Campobello International Park Commission,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,,,,,,,,,a,
2025-11-17T22:23:04Z,3491,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,Regina Airport Authority Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3490,Québec Port Authority,Administration portuaire de Québec,Québec Port Authority,Québec Port Authority,Administration portuaire de Québec,,,,,,,,,a,
2025-11-17T22:23:04Z,3489,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,Prince Rupert Port Authority,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,,,,,,,,,a,
2025-11-17T22:23:04Z,3488,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3486,Port Alberni Port Authority,Administration portuaire de Port Alberni,Port Alberni Port Authority,Port Alberni Port Authority,Administration portuaire de Port Alberni,,,,,,,,,a,
2025-11-17T22:23:04Z,3485,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,Porcupine Caribou Management Board,,,,,,,,,a,
2025-11-17T22:23:04Z,3484,"Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La","Pierre Elliott Trudeau Foundation, The","Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La",,,,,,,,,a,
2025-11-17T22:23:04Z,3483,Ouranos Consortium,Consortium Ouranos,Ouranos Consortium,Ouranos Consortium,Consortium Ouranos,,,,,,,,,a,
2025-11-17T22:23:04Z,3482,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,Ottawa International Airport Authority,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,,,,,,,,,a,
2025-11-17T22:23:04Z,3481,Oshawa Port Authority,Administration portuaire d'Oshawa,Oshawa Port Authority,Oshawa Port Authority,Administration portuaire d'Oshawa,,,,,,,,,a,
2025-11-17T22:23:04Z,3480,NAV CANADA,NAV CANADA,NAV CANADA,NAV CANADA,NAV CANADA,,,,,,,,,a,
2025-11-17T22:23:04Z,3479,"Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The","Nature Trust of British Columbia, The",,,,,,,,,a,
2025-11-17T22:23:04Z,3478,Nanaimo Port Authority,Administration portuaire de Nanaimo,Nanaimo Port Authority,Nanaimo Port Authority,Administration portuaire de Nanaimo,,,,,,,,,a,
2025-11-17T22:23:04Z,3477,Montréal Port Authority,Administration portuaire de Montréal,Montréal Port Authority,Montréal Port Authority,Administration portuaire de Montréal,,,,,,,,,a,
2025-11-17T22:23:04Z,3476,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,Milit-Air Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3475,Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),Mental Health Commission of Canada (MHCC),Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),,,,,,,,,a,
2025-11-17T22:23:04Z,3474,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,Maritime Forestry Complex Corporation,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,,,,,,,,,a,
2025-11-17T22:23:04Z,3446,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,Canada Health Infoway Inc.,Canada Health Infoway Inc.,Inforoute Santé du Canada Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3469,Hamilton Port Authority,Administration portuaire de Hamilton,Hamilton Port Authority,Hamilton Port Authority,Administration portuaire de Hamilton,,,,,,,,,a,
2025-11-17T22:23:04Z,3444,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,Canada Foundation for Sustainable Development Technology,Canada Foundation for Sustainable Development Technology,Fondation du Canada pour l'appui technologique au développement durable,,,,,,,,,a,
2025-11-17T22:23:04Z,3421,Canada Investment and Savings,Placements Épargne Canada,Canada Investment and Savings,Canada Investment and Savings,Placements Épargne Canada,,,,,,,,5,a,Placements Épargne Canada
2025-11-17T22:23:04Z,3419,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,Prairie Farm Rehabilitation Administration,Prairie Farm Rehabilitation Administration,Administration du rétablissement agricole des Prairies,,,,,,,,4,a,Administration du rétablissement agricole des Prairies
2025-11-17T22:23:04Z,3418,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,Office of the Superintendent of Bankruptcy,Office of the Superintendent of Bankruptcy,Bureau du surintendant des faillites,,,,,,,,4,a,Bureau du surintendant des faillites
2025-11-17T22:23:04Z,3417,Communication Canada,Communication Canada,Communication Canada,Communication Canada,Communication Canada,,,,,,,,4,a,Communication Canada
2025-11-17T22:23:04Z,3416,North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (operating as The Forks North Portage Partnership),North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership),,,,,,,,,a,
2025-11-17T22:23:04Z,3415,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,Lower Churchill Development Corporation Limited,,,,,,,,,a,
2025-11-17T22:23:04Z,3414,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,Asian Infrastructure Investment Bank,Asian Infrastructure Investment Bank,Banque asiatique d'investissement dans les infrastructures,,,,,,,,,a,
2025-11-17T22:23:04Z,3413,World Anti-Doping Agency,Agence mondiale antidopage,World Anti-Doping Agency,World Anti-Doping Agency,Agence mondiale antidopage,,,,,,,,,a,
2025-11-17T22:23:04Z,3412,Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC),Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE),,,,,,,,,a,
2025-11-17T22:23:04Z,3410,International Monetary Fund,Fonds monétaire international,International Monetary Fund,International Monetary Fund,Fonds monétaire international,,,,,,,,,a,
2025-11-17T22:23:04Z,3409,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,International Lake of the Woods Control Board,International Lake of the Woods Control Board,Conseil international de contrôle du lac des Bois,,,,,,,,,a,
2025-11-17T22:23:04Z,3408,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,International Lake Memphremagog Levels Board,International Lake Memphremagog Levels Board,Commission internationale du lac Memphrémagog,,,,,,,,,a,
2025-11-17T22:23:04Z,3407,International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),International Joint Commission (Canadian Section),International Joint Commission (Canadian Section),Commission mixte internationale (section canadienne),,,,,,,,4,a,Commission mixte internationale (section canadienne)
2025-11-17T22:23:04Z,3406,International Finance Corporation,Société financière internationale,International Finance Corporation,International Finance Corporation,Société financière internationale,,,,,,,,,a,
2025-11-17T22:23:04Z,3405,International Development Association,Association internationale de développement,International Development Association,International Development Association,Association internationale de développement,,,,,,,,,a,
2025-11-17T22:23:04Z,3404,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,International Bank for Reconstruction and Development,International Bank for Reconstruction and Development,Banque internationale pour la reconstruction et le développement,,,,,,,,,a,
2025-11-17T22:23:04Z,3403,Inter-American Development Bank,Banque interaméricaine de développement,Inter-American Development Bank,Inter-American Development Bank,Banque interaméricaine de développement,,,,,,,,,a,
2025-11-17T22:23:04Z,3402,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Banque européenne pour la reconstruction et le développement,,,,,,,,,a,
2025-11-17T22:23:04Z,3401,Caribbean Development Bank,Banque de développement des Caraïbes,Caribbean Development Bank,Caribbean Development Bank,Banque de développement des Caraïbes,,,,,,,,,a,
2025-11-17T22:23:04Z,3400,Asian Development Bank,Banque asiatique de développement,Asian Development Bank,Asian Development Bank,Banque asiatique de développement,,,,,,,,,a,
2025-11-17T22:23:04Z,3443,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,Canada Foundation for Innovation,Canada Foundation for Innovation,Fondation canadienne pour l'innovation,,,,,,,,,a,
2025-11-17T22:23:04Z,3399,African Development Bank,Banque africaine de développement,African Development Bank,African Development Bank,Banque africaine de développement,,,,,,,,,a,
2025-11-17T22:23:04Z,3420,Commissioner of Canada Election,Commissaire aux élections fédérales,Commissioner of Canada Election,Commissioner of Canada Election,Commissaire aux élections fédérales,,,,,,,,,a,
2025-11-17T22:23:04Z,3411,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,Multilateral Investment Guarantee Agency,Multilateral Investment Guarantee Agency,Agence multilatérale de garantie des investissements,,,,,,,,,a,
2025-11-17T22:23:04Z,3422,Director of Soldier Settlement,Directeur de l'établissement de soldats,Director of Soldier Settlement,Director of Soldier Settlement,Directeur de l'établissement de soldats,,,,,,,,4,a,Directeur de l'établissement de soldats
2025-11-17T22:23:04Z,3432,Senate,Sénat,Senate,Senate,Sénat,,,,,,,,,a,
2025-11-17T22:23:04Z,3442,WinSport,WinSport,WinSport,WinSport,WinSport,,,,,,,,,a,
2025-11-17T22:23:04Z,2396,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Radio-television and Telecommunications Commission,Conseil de la radiodiffusion et des télécommunications canadiennes,Canadian Heritage,Canadian Heritage,Patrimoine canadien,CRTC,CRTC,1.1,a,Conseil de la radiodiffusion et des télécommunications canadiennes
2025-11-17T22:23:04Z,3440,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,Buffalo and Fort Erie Public Bridge Authority,,,,,,,,,a,
2025-11-17T22:23:04Z,3439,Belledune Port Authority,Administration portuaire de Belledune,Belledune Port Authority,Belledune Port Authority,Administration portuaire de Belledune,,,,,,,,,a,
2025-11-17T22:23:04Z,3438,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,Association of Canada Lands Surveyors,Association of Canada Lands Surveyors,Association des Arpenteurs des Terres du Canada,,,,,,,,,a,
2025-11-17T22:23:04Z,3437,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,Asia-Pacific Foundation of Canada,Asia-Pacific Foundation of Canada,Fondation Asie-Pacifique du Canada,,,,,,,,,a,
2025-11-17T22:23:04Z,3436,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,Aéroports de Montréal,,,,,,,,,a,
2025-11-17T22:23:04Z,3435,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,Aéroport de Québec Inc.,,,,,,,,,a,
2025-11-17T22:23:04Z,3434,Parliamentary Protective Service,Service de protection parlementaire,Parliamentary Protective Service,Parliamentary Protective Service,Service de protection parlementaire,,,,,,,,,a,
2025-11-17T22:23:04Z,3433,Office of the Parliamentary Budget Officer,Bureau du directeur parlementaire du budget,Office of the Parliamentary Budget Officer,Office of the Parliamentary Budget Officer,Bureau du directeur parlementaire du budget,,,,,,,,,a,
2025-11-17T22:23:04Z,3441,Calgary Airport Authority,Administration aéroportuaire de Calgary,Calgary Airport Authority,Calgary Airport Authority,Administration aéroportuaire de Calgary,,,,,,,,,a,
2025-11-17T22:23:04Z,3431,Senate Ethics Officer,Conseiller sénatorial en éthique,Senate Ethics Officer,Senate Ethics Officer,Conseiller sénatorial en éthique,,,,,,,,,a,
2025-11-17T22:23:04Z,3426,Statistics Survey Operations,Opérations des enquêtes statistiques,Statistics Survey Operations,Statistics Survey Operations,Opérations des enquêtes statistiques,,,,,,,,,a,
2025-11-17T22:23:04Z,3430,Office of the Conflict of Interest and Ethics Commissioner,Commissariat aux conflits d'intérêts et à l'éthique,Office of the Conflict of Interest and Ethics Commissioner,Office of the Conflict of Interest and Ethics Commissioner,Commissariat aux conflits d'intérêts et à l'éthique,,,,,,,,,a,
2025-11-17T22:23:04Z,3423,"The Director, The Veterans' Land Act",Directeur des terres destinées aux anciens combattants,"The Director, The Veterans' Land Act","The Director, The Veterans' Land Act",Directeur des terres destinées aux anciens combattants,,,,,,,,4,a,Directeur des terres destinées aux anciens combattants
2025-11-17T22:23:04Z,3425,"Staff of the Non-Public Funds, Canadian Forces","Personnel des fonds non publics, Forces canadiennes","Staff of the Non-Public Funds, Canadian Forces","Staff of the Non-Public Funds, Canadian Forces","Personnel des fonds non publics, Forces canadiennes",,,,,,,,5,a,"Personnel des fonds non publics, Forces canadiennes"
2025-11-17T22:23:04Z,3424,Energy Supplies Allocation Board,Office de répartition des approvisionnements d'énergie,Energy Supplies Allocation Board,Energy Supplies Allocation Board,Office de répartition des approvisionnements d'énergie,,,Natural Resources Canada,Natural Resources Canada,Ressources naturelles Canada,,,4,a,Office de répartition des approvisionnements d'énergie
2025-11-17T22:23:04Z,3427,Federal Judges not part of any department,Juges fédéraux ne faisant pas partie d'un ministère,Federal Judges not part of any department,Federal Judges not part of any department,Juges fédéraux ne faisant pas partie d'un ministère,,,,,,,,,a,
2025-11-17T22:23:04Z,3428,House of Commons,Chambre des communes,House of Commons,House of Commons,Chambre des communes,,,,,,,,,a,
2025-11-17T22:23:04Z,3429,Library of Parliament,Bibliothèque du Parlement,Library of Parliament,Library of Parliament,Bibliothèque du Parlement,,,,,,,,,a,
2025-11-17T22:11:47Z,3572,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,,,,,,,,a,,,
